,Primary_word,Node_A_word,link_category,Node_B_word,link_distance,link_degree,Primary_distance,Primary_degree,link_strength,link_count,primary_link
2310,FORESIGHT/ FORESEE,FORESIGHT/ FORESEE,PREDICTION,PRESAGE,1,0,1,0,3.5,1,Y
2311,FORESIGHT/ FORESEE,FORESIGHT/ FORESEE,PREDICTION,PRESCIENCE,1,0,1,0,3.5,1,Y
2312,FORESIGHT/ FORESEE,FORESIGHT/ FORESEE,PREDICTION,PROGNOSIS,1,0,1,0,3.5,1,Y
2313,FORESIGHT/ FORESEE,FORETELL,PREDICTION,AUGUR/AUGURY,2,0,1,0,3.5,1,N
2314,FORESIGHT/ FORESEE,FORETELL,PREDICTION,FORECAST,2,0,1,0,3.5,1,N
2315,FORESIGHT/ FORESEE,FORETELL,PREDICTION,PRESAGE,2,0,1,0,3.5,1,N
2316,FORESIGHT/ FORESEE,FORETELL,PREDICTION,PRESCIENCE,2,0,1,0,3.5,1,N
2317,FORESIGHT/ FORESEE,FORETELL,PREDICTION,PROGNOSIS,2,0,1,0,3.5,1,N
2318,FORESIGHT/ FORESEE,PRESAGE,PREDICTION,AUGUR/AUGURY,2,0,1,0,3.5,1,N
2319,FORESIGHT/ FORESEE,PRESAGE,PREDICTION,FORECAST,2,0,1,0,3.5,1,N
2320,FORESIGHT/ FORESEE,PRESAGE,PREDICTION,FORETELL,2,0,1,0,3.5,1,N
2321,FORESIGHT/ FORESEE,PRESAGE,PREDICTION,PRESCIENCE,2,0,1,0,3.5,1,N
2322,FORESIGHT/ FORESEE,PRESAGE,PREDICTION,PROGNOSIS,2,0,1,0,3.5,1,N
2323,FORESIGHT/ FORESEE,PRESCIENCE,PREDICTION,AUGUR/AUGURY,2,0,1,0,3.5,1,N
2324,FORESIGHT/ FORESEE,PRESCIENCE,PREDICTION,FORECAST,2,0,1,0,3.5,1,N
2325,FORESIGHT/ FORESEE,PRESCIENCE,PREDICTION,FORETELL,2,0,1,0,3.5,1,N
2326,FORESIGHT/ FORESEE,PRESCIENCE,PREDICTION,PRESAGE,2,0,1,0,3.5,1,N
2327,FORESIGHT/ FORESEE,PRESCIENCE,PREDICTION,PROGNOSIS,2,0,1,0,3.5,1,N
2328,FORESIGHT/ FORESEE,PROGNOSIS,PREDICTION,AUGUR/AUGURY,2,0,1,0,3.5,1,N
2329,FORESIGHT/ FORESEE,PROGNOSIS,PREDICTION,FORECAST,2,0,1,0,3.5,1,N
2330,FORESIGHT/ FORESEE,PROGNOSIS,PREDICTION,FORETELL,2,0,1,0,3.5,1,N
2331,FORESIGHT/ FORESEE,PROGNOSIS,PREDICTION,PRESAGE,2,0,1,0,3.5,1,N
2332,FORESIGHT/ FORESEE,PROGNOSIS,PREDICTION,PRESCIENCE,2,0,1,0,3.5,1,N
2333,FORETELL,AUGUR/AUGURY,PREDICTION,FORECAST,2,0,1,0,3.5,1,N
2334,FORETELL,AUGUR/AUGURY,PREDICTION,FORESIGHT/ FORESEE,2,0,1,0,3.5,1,N
2335,FORETELL,AUGUR/AUGURY,PREDICTION,PRESAGE,2,0,1,0,3.5,1,N
2336,FORETELL,AUGUR/AUGURY,PREDICTION,PRESCIENCE,2,0,1,0,3.5,1,N
2337,FORETELL,AUGUR/AUGURY,PREDICTION,PROGNOSIS,2,0,1,0,3.5,1,N
2338,FORETELL,FORECAST,PREDICTION,AUGUR/AUGURY,2,0,1,0,3.5,1,N
2339,FORETELL,FORECAST,PREDICTION,FORESIGHT/ FORESEE,2,0,1,0,3.5,1,N
2340,FORETELL,FORECAST,PREDICTION,PRESAGE,2,0,1,0,3.5,1,N
2341,FORETELL,FORECAST,PREDICTION,PRESCIENCE,2,0,1,0,3.5,1,N
2342,FORETELL,FORECAST,PREDICTION,PROGNOSIS,2,0,1,0,3.5,1,N
2343,FORETELL,FORESIGHT/ FORESEE,PREDICTION,AUGUR/AUGURY,2,0,1,0,3.5,1,N
2344,FORETELL,FORESIGHT/ FORESEE,PREDICTION,FORECAST,2,0,1,0,3.5,1,N
2345,FORETELL,FORESIGHT/ FORESEE,PREDICTION,PRESAGE,2,0,1,0,3.5,1,N
2346,FORETELL,FORESIGHT/ FORESEE,PREDICTION,PRESCIENCE,2,0,1,0,3.5,1,N
2347,FORETELL,FORESIGHT/ FORESEE,PREDICTION,PROGNOSIS,2,0,1,0,3.5,1,N
2348,FORETELL,FORETELL,PREDICTION,AUGUR/AUGURY,1,0,1,0,3.5,1,Y
2349,FORETELL,FORETELL,PREDICTION,FORECAST,1,0,1,0,3.5,1,Y
2350,FORETELL,FORETELL,PREDICTION,FORESIGHT/ FORESEE,1,0,1,0,3.5,1,Y
2351,FORETELL,FORETELL,PREDICTION,PRESAGE,1,0,1,0,3.5,1,Y
2352,FORETELL,FORETELL,PREDICTION,PRESCIENCE,1,0,1,0,3.5,1,Y
2353,FORETELL,FORETELL,PREDICTION,PROGNOSIS,1,0,1,0,3.5,1,Y
2354,FORETELL,PRESAGE,PREDICTION,AUGUR/AUGURY,2,0,1,0,3.5,1,N
2355,FORETELL,PRESAGE,PREDICTION,FORECAST,2,0,1,0,3.5,1,N
2356,FORETELL,PRESAGE,PREDICTION,FORESIGHT/ FORESEE,2,0,1,0,3.5,1,N
2357,FORETELL,PRESAGE,PREDICTION,PRESCIENCE,2,0,1,0,3.5,1,N
2358,FORETELL,PRESAGE,PREDICTION,PROGNOSIS,2,0,1,0,3.5,1,N
2359,FORETELL,PRESCIENCE,PREDICTION,AUGUR/AUGURY,2,0,1,0,3.5,1,N
2360,FORETELL,PRESCIENCE,PREDICTION,FORECAST,2,0,1,0,3.5,1,N
2361,FORETELL,PRESCIENCE,PREDICTION,FORESIGHT/ FORESEE,2,0,1,0,3.5,1,N
2362,FORETELL,PRESCIENCE,PREDICTION,PRESAGE,2,0,1,0,3.5,1,N
2363,FORETELL,PRESCIENCE,PREDICTION,PROGNOSIS,2,0,1,0,3.5,1,N
2364,FORETELL,PROGNOSIS,PREDICTION,AUGUR/AUGURY,2,0,1,0,3.5,1,N
2365,FORETELL,PROGNOSIS,PREDICTION,FORECAST,2,0,1,0,3.5,1,N
2366,FORETELL,PROGNOSIS,PREDICTION,FORESIGHT/ FORESEE,2,0,1,0,3.5,1,N
2367,FORETELL,PROGNOSIS,PREDICTION,PRESAGE,2,0,1,0,3.5,1,N
2368,FORETELL,PROGNOSIS,PREDICTION,PRESCIENCE,2,0,1,0,3.5,1,N
2369,FUMBLE,FUMBLE,AWKWARD/CLUMSY,GAUCHE,1,0,1,0,2.0,1,Y
2370,FUMBLE,FUMBLE,AWKWARD/CLUMSY,GAWKY,1,0,1,0,2.0,1,Y
2371,FUMBLE,FUMBLE,AWKWARD/CLUMSY,UNGAINLY,1,0,1,0,2.0,1,Y
2372,FUMBLE,GAUCHE,AWKWARD/CLUMSY,GAWKY,2,0,1,0,2.0,1,N
2373,FUMBLE,GAUCHE,AWKWARD/CLUMSY,UNGAINLY,2,0,1,0,2.0,1,N
2374,FUMBLE,GAWKY,AWKWARD/CLUMSY,GAUCHE,2,0,1,0,2.0,1,N
2375,FUMBLE,GAWKY,AWKWARD/CLUMSY,UNGAINLY,2,0,1,0,2.0,1,N
2376,FUMBLE,UNGAINLY,AWKWARD/CLUMSY,GAUCHE,2,0,1,0,2.0,1,N
2377,FUMBLE,UNGAINLY,AWKWARD/CLUMSY,GAWKY,2,0,1,0,2.0,1,N
2378,FUME,ENRAGE,VERY ANGRY,GLOWER,2,0,1,0,6.0,1,N
2379,FUME,ENRAGE,VERY ANGRY,INCENSE,2,0,1,0,6.0,1,N
2380,FUME,ENRAGE,VERY ANGRY,INFURIATE,2,0,1,0,6.0,1,N
2381,FUME,ENRAGE,VERY ANGRY,IRATE,2,0,1,0,6.0,1,N
2382,FUME,ENRAGE,VERY ANGRY,IRE,2,0,1,0,6.0,1,N
2383,FUME,ENRAGE,VERY ANGRY,LIVID,2,0,1,0,6.0,1,N
2384,FUME,ENRAGE,VERY ANGRY,RABID,2,0,1,0,6.0,1,N
2385,FUME,ENRAGE,VERY ANGRY,SEETHE,2,0,1,0,6.0,1,N
2386,FUME,ENRAGE,VERY ANGRY,SMOLDER,2,0,1,0,6.0,1,N
2387,FUME,ENRAGE,VERY ANGRY,WRATH,2,0,1,0,6.0,1,N
2388,FUME,FUME,VERY ANGRY,ENRAGE,1,0,1,0,6.0,1,Y
2389,FUME,FUME,VERY ANGRY,GLOWER,1,0,1,0,6.0,1,Y
2390,FUME,FUME,VERY ANGRY,INCENSE,1,0,1,0,6.0,1,Y
2391,FUME,FUME,VERY ANGRY,INFURIATE,1,0,1,0,6.0,1,Y
2392,FUME,FUME,VERY ANGRY,IRATE,1,0,1,0,6.0,1,Y
2393,FUME,FUME,VERY ANGRY,IRE,1,0,1,0,6.0,1,Y
2394,FUME,FUME,VERY ANGRY,LIVID,1,0,1,0,6.0,1,Y
2395,FUME,FUME,VERY ANGRY,RABID,1,0,1,0,6.0,1,Y
2396,FUME,FUME,VERY ANGRY,SEETHE,1,0,1,0,6.0,1,Y
2397,FUME,FUME,VERY ANGRY,SMOLDER,1,0,1,0,6.0,1,Y
2398,FUME,FUME,VERY ANGRY,WRATH,1,0,1,0,6.0,1,Y
2399,FUME,GLOWER,VERY ANGRY,ENRAGE,2,0,1,0,6.0,1,N
2400,FUME,GLOWER,VERY ANGRY,INCENSE,2,0,1,0,6.0,1,N
2401,FUME,GLOWER,VERY ANGRY,INFURIATE,2,0,1,0,6.0,1,N
2402,FUME,GLOWER,VERY ANGRY,IRATE,2,0,1,0,6.0,1,N
2403,FUME,GLOWER,VERY ANGRY,IRE,2,0,1,0,6.0,1,N
2404,FUME,GLOWER,VERY ANGRY,LIVID,2,0,1,0,6.0,1,N
2405,FUME,GLOWER,VERY ANGRY,RABID,2,0,1,0,6.0,1,N
2406,FUME,GLOWER,VERY ANGRY,SEETHE,2,0,1,0,6.0,1,N
2407,FUME,GLOWER,VERY ANGRY,SMOLDER,2,0,1,0,6.0,1,N
2408,FUME,GLOWER,VERY ANGRY,WRATH,2,0,1,0,6.0,1,N
2409,FUME,INCENSE,VERY ANGRY,ENRAGE,2,0,1,0,6.0,1,N
2410,FUME,INCENSE,VERY ANGRY,GLOWER,2,0,1,0,6.0,1,N
2411,FUME,INCENSE,VERY ANGRY,INFURIATE,2,0,1,0,6.0,1,N
2412,FUME,INCENSE,VERY ANGRY,IRATE,2,0,1,0,6.0,1,N
2413,FUME,INCENSE,VERY ANGRY,IRE,2,0,1,0,6.0,1,N
2414,FUME,INCENSE,VERY ANGRY,LIVID,2,0,1,0,6.0,1,N
2415,FUME,INCENSE,VERY ANGRY,RABID,2,0,1,0,6.0,1,N
2416,FUME,INCENSE,VERY ANGRY,SEETHE,2,0,1,0,6.0,1,N
2417,FUME,INCENSE,VERY ANGRY,SMOLDER,2,0,1,0,6.0,1,N
2418,FUME,INCENSE,VERY ANGRY,WRATH,2,0,1,0,6.0,1,N
2419,FUME,INFURIATE,VERY ANGRY,ENRAGE,2,0,1,0,6.0,1,N
2420,FUME,INFURIATE,VERY ANGRY,GLOWER,2,0,1,0,6.0,1,N
2421,FUME,INFURIATE,VERY ANGRY,INCENSE,2,0,1,0,6.0,1,N
2422,FUME,INFURIATE,VERY ANGRY,IRATE,2,0,1,0,6.0,1,N
2423,FUME,INFURIATE,VERY ANGRY,IRE,2,0,1,0,6.0,1,N
2424,FUME,INFURIATE,VERY ANGRY,LIVID,2,0,1,0,6.0,1,N
2425,FUME,INFURIATE,VERY ANGRY,RABID,2,0,1,0,6.0,1,N
2426,FUME,INFURIATE,VERY ANGRY,SEETHE,2,0,1,0,6.0,1,N
2427,FUME,INFURIATE,VERY ANGRY,SMOLDER,2,0,1,0,6.0,1,N
2428,FUME,INFURIATE,VERY ANGRY,WRATH,2,0,1,0,6.0,1,N
2429,FUME,IRATE,VERY ANGRY,ENRAGE,2,0,1,0,6.0,1,N
2430,FUME,IRATE,VERY ANGRY,GLOWER,2,0,1,0,6.0,1,N
2431,FUME,IRATE,VERY ANGRY,INCENSE,2,0,1,0,6.0,1,N
2432,FUME,IRATE,VERY ANGRY,INFURIATE,2,0,1,0,6.0,1,N
2433,FUME,IRATE,VERY ANGRY,IRE,2,0,1,0,6.0,1,N
2434,FUME,IRATE,VERY ANGRY,LIVID,2,0,1,0,6.0,1,N
2435,FUME,IRATE,VERY ANGRY,RABID,2,0,1,0,6.0,1,N
2436,FUME,IRATE,VERY ANGRY,SEETHE,2,0,1,0,6.0,1,N
2437,FUME,IRATE,VERY ANGRY,SMOLDER,2,0,1,0,6.0,1,N
2438,FUME,IRATE,VERY ANGRY,WRATH,2,0,1,0,6.0,1,N
2439,FUME,IRE,VERY ANGRY,ENRAGE,2,0,1,0,6.0,1,N
2440,FUME,IRE,VERY ANGRY,GLOWER,2,0,1,0,6.0,1,N
2441,FUME,IRE,VERY ANGRY,INCENSE,2,0,1,0,6.0,1,N
2442,FUME,IRE,VERY ANGRY,INFURIATE,2,0,1,0,6.0,1,N
2443,FUME,IRE,VERY ANGRY,IRATE,2,0,1,0,6.0,1,N
2444,FUME,IRE,VERY ANGRY,LIVID,2,0,1,0,6.0,1,N
2445,FUME,IRE,VERY ANGRY,RABID,2,0,1,0,6.0,1,N
2446,FUME,IRE,VERY ANGRY,SEETHE,2,0,1,0,6.0,1,N
2447,FUME,IRE,VERY ANGRY,SMOLDER,2,0,1,0,6.0,1,N
2448,FUME,IRE,VERY ANGRY,WRATH,2,0,1,0,6.0,1,N
2449,FUME,LIVID,VERY ANGRY,ENRAGE,2,0,1,0,6.0,1,N
2450,FUME,LIVID,VERY ANGRY,GLOWER,2,0,1,0,6.0,1,N
2451,FUME,LIVID,VERY ANGRY,INCENSE,2,0,1,0,6.0,1,N
2452,FUME,LIVID,VERY ANGRY,INFURIATE,2,0,1,0,6.0,1,N
2453,FUME,LIVID,VERY ANGRY,IRATE,2,0,1,0,6.0,1,N
2454,FUME,LIVID,VERY ANGRY,IRE,2,0,1,0,6.0,1,N
2455,FUME,LIVID,VERY ANGRY,RABID,2,0,1,0,6.0,1,N
2456,FUME,LIVID,VERY ANGRY,SEETHE,2,0,1,0,6.0,1,N
2457,FUME,LIVID,VERY ANGRY,SMOLDER,2,0,1,0,6.0,1,N
2458,FUME,LIVID,VERY ANGRY,WRATH,2,0,1,0,6.0,1,N
2459,FUME,RABID,VERY ANGRY,ENRAGE,2,0,1,0,6.0,1,N
2460,FUME,RABID,VERY ANGRY,GLOWER,2,0,1,0,6.0,1,N
2461,FUME,RABID,VERY ANGRY,INCENSE,2,0,1,0,6.0,1,N
2462,FUME,RABID,VERY ANGRY,INFURIATE,2,0,1,0,6.0,1,N
2463,FUME,RABID,VERY ANGRY,IRATE,2,0,1,0,6.0,1,N
2464,FUME,RABID,VERY ANGRY,IRE,2,0,1,0,6.0,1,N
2465,FUME,RABID,VERY ANGRY,LIVID,2,0,1,0,6.0,1,N
2466,FUME,RABID,VERY ANGRY,SEETHE,2,0,1,0,6.0,1,N
2467,FUME,RABID,VERY ANGRY,SMOLDER,2,0,1,0,6.0,1,N
2468,FUME,RABID,VERY ANGRY,WRATH,2,0,1,0,6.0,1,N
2469,FUME,SEETHE,VERY ANGRY,ENRAGE,2,0,1,0,6.0,1,N
2470,FUME,SEETHE,VERY ANGRY,GLOWER,2,0,1,0,6.0,1,N
2471,FUME,SEETHE,VERY ANGRY,INCENSE,2,0,1,0,6.0,1,N
2472,FUME,SEETHE,VERY ANGRY,INFURIATE,2,0,1,0,6.0,1,N
2473,FUME,SEETHE,VERY ANGRY,IRATE,2,0,1,0,6.0,1,N
2474,FUME,SEETHE,VERY ANGRY,IRE,2,0,1,0,6.0,1,N
2475,FUME,SEETHE,VERY ANGRY,LIVID,2,0,1,0,6.0,1,N
2476,FUME,SEETHE,VERY ANGRY,RABID,2,0,1,0,6.0,1,N
2477,FUME,SEETHE,VERY ANGRY,SMOLDER,2,0,1,0,6.0,1,N
2478,FUME,SEETHE,VERY ANGRY,WRATH,2,0,1,0,6.0,1,N
2479,FUME,SMOLDER,VERY ANGRY,ENRAGE,2,0,1,0,6.0,1,N
2480,FUME,SMOLDER,VERY ANGRY,GLOWER,2,0,1,0,6.0,1,N
2481,FUME,SMOLDER,VERY ANGRY,INCENSE,2,0,1,0,6.0,1,N
2482,FUME,SMOLDER,VERY ANGRY,INFURIATE,2,0,1,0,6.0,1,N
2483,FUME,SMOLDER,VERY ANGRY,IRATE,2,0,1,0,6.0,1,N
2484,FUME,SMOLDER,VERY ANGRY,IRE,2,0,1,0,6.0,1,N
2485,FUME,SMOLDER,VERY ANGRY,LIVID,2,0,1,0,6.0,1,N
2486,FUME,SMOLDER,VERY ANGRY,RABID,2,0,1,0,6.0,1,N
2487,FUME,SMOLDER,VERY ANGRY,SEETHE,2,0,1,0,6.0,1,N
2488,FUME,SMOLDER,VERY ANGRY,WRATH,2,0,1,0,6.0,1,N
2489,FUME,WRATH,VERY ANGRY,ENRAGE,2,0,1,0,6.0,1,N
2490,FUME,WRATH,VERY ANGRY,GLOWER,2,0,1,0,6.0,1,N
2491,FUME,WRATH,VERY ANGRY,INCENSE,2,0,1,0,6.0,1,N
2492,FUME,WRATH,VERY ANGRY,INFURIATE,2,0,1,0,6.0,1,N
2493,FUME,WRATH,VERY ANGRY,IRATE,2,0,1,0,6.0,1,N
2494,FUME,WRATH,VERY ANGRY,IRE,2,0,1,0,6.0,1,N
2495,FUME,WRATH,VERY ANGRY,LIVID,2,0,1,0,6.0,1,N
2496,FUME,WRATH,VERY ANGRY,RABID,2,0,1,0,6.0,1,N
2497,FUME,WRATH,VERY ANGRY,SEETHE,2,0,1,0,6.0,1,N
2498,FUME,WRATH,VERY ANGRY,SMOLDER,2,0,1,0,6.0,1,N
2499,FUTILE,FUTILE,INEFFECTIVE,INEFFECTUAL,1,0,1,0,1.0,1,Y
2500,GAUCHE,FUMBLE,AWKWARD/CLUMSY,GAWKY,2,0,1,0,2.0,1,N
2501,GAUCHE,FUMBLE,AWKWARD/CLUMSY,UNGAINLY,2,0,1,0,2.0,1,N
2502,GAUCHE,GAUCHE,AWKWARD/CLUMSY,FUMBLE,1,0,1,0,2.0,1,Y
2503,GAUCHE,GAUCHE,AWKWARD/CLUMSY,GAWKY,1,0,1,0,2.0,1,Y
2504,GAUCHE,GAUCHE,AWKWARD/CLUMSY,UNGAINLY,1,0,1,0,2.0,1,Y
2505,GAUCHE,GAWKY,AWKWARD/CLUMSY,FUMBLE,2,0,1,0,2.0,1,N
2506,GAUCHE,GAWKY,AWKWARD/CLUMSY,UNGAINLY,2,0,1,0,2.0,1,N
2507,GAUCHE,UNGAINLY,AWKWARD/CLUMSY,FUMBLE,2,0,1,0,2.0,1,N
2508,GAUCHE,UNGAINLY,AWKWARD/CLUMSY,GAWKY,2,0,1,0,2.0,1,N
2509,GAWKY,FUMBLE,AWKWARD/CLUMSY,GAUCHE,2,0,1,0,2.0,1,N
2510,GAWKY,FUMBLE,AWKWARD/CLUMSY,UNGAINLY,2,0,1,0,2.0,1,N
2511,GAWKY,GAUCHE,AWKWARD/CLUMSY,FUMBLE,2,0,1,0,2.0,1,N
2512,GAWKY,GAUCHE,AWKWARD/CLUMSY,UNGAINLY,2,0,1,0,2.0,1,N
2513,GAWKY,GAWKY,AWKWARD/CLUMSY,FUMBLE,1,0,1,0,2.0,1,Y
2514,GAWKY,GAWKY,AWKWARD/CLUMSY,GAUCHE,1,0,1,0,2.0,1,Y
2515,GAWKY,GAWKY,AWKWARD/CLUMSY,UNGAINLY,1,0,1,0,2.0,1,Y
2516,GAWKY,UNGAINLY,AWKWARD/CLUMSY,FUMBLE,2,0,1,0,2.0,1,N
2517,GAWKY,UNGAINLY,AWKWARD/CLUMSY,GAUCHE,2,0,1,0,2.0,1,N
2518,GHASTLY,AGHAST,HORRIFYING/SHOCKING,APPALLING,2,0,1,0,7.5,1,N
2519,GHASTLY,AGHAST,HORRIFYING/SHOCKING,EGREGIOUS,2,0,1,0,7.5,1,N
2520,GHASTLY,AGHAST,HORRIFYING/SHOCKING,GRISLY,2,0,1,0,7.5,1,N
2521,GHASTLY,AGHAST,HORRIFYING/SHOCKING,GROSS,2,0,1,0,7.5,1,N
2522,GHASTLY,AGHAST,HORRIFYING/SHOCKING,GROTESQUE,2,0,1,0,7.5,1,N
2523,GHASTLY,AGHAST,HORRIFYING/SHOCKING,GRUESOME,2,0,1,0,7.5,1,N
2524,GHASTLY,AGHAST,HORRIFYING/SHOCKING,HEINOUS,2,0,1,0,7.5,1,N
2525,GHASTLY,AGHAST,HORRIFYING/SHOCKING,HIDEOUS,2,0,1,0,7.5,1,N
2526,GHASTLY,AGHAST,HORRIFYING/SHOCKING,HORRENDOUS,2,0,1,0,7.5,1,N
2527,GHASTLY,AGHAST,HORRIFYING/SHOCKING,MONSTROUS,2,0,1,0,7.5,1,N
2528,GHASTLY,AGHAST,HORRIFYING/SHOCKING,MORBID,2,0,1,0,7.5,1,N
2529,GHASTLY,AGHAST,HORRIFYING/SHOCKING,UNSIGHTLY,2,0,1,0,7.5,1,N
2530,GHASTLY,AGHAST,HORRIFYING/SHOCKING,VILE,2,0,1,0,7.5,1,N
2531,GHASTLY,APPALLING,HORRIFYING/SHOCKING,AGHAST,2,0,1,0,7.5,1,N
2532,GHASTLY,APPALLING,HORRIFYING/SHOCKING,EGREGIOUS,2,0,1,0,7.5,1,N
2533,GHASTLY,APPALLING,HORRIFYING/SHOCKING,GRISLY,2,0,1,0,7.5,1,N
2534,GHASTLY,APPALLING,HORRIFYING/SHOCKING,GROSS,2,0,1,0,7.5,1,N
2535,GHASTLY,APPALLING,HORRIFYING/SHOCKING,GROTESQUE,2,0,1,0,7.5,1,N
2536,GHASTLY,APPALLING,HORRIFYING/SHOCKING,GRUESOME,2,0,1,0,7.5,1,N
2537,GHASTLY,APPALLING,HORRIFYING/SHOCKING,HEINOUS,2,0,1,0,7.5,1,N
2538,GHASTLY,APPALLING,HORRIFYING/SHOCKING,HIDEOUS,2,0,1,0,7.5,1,N
2539,GHASTLY,APPALLING,HORRIFYING/SHOCKING,HORRENDOUS,2,0,1,0,7.5,1,N
2540,GHASTLY,APPALLING,HORRIFYING/SHOCKING,MONSTROUS,2,0,1,0,7.5,1,N
2541,GHASTLY,APPALLING,HORRIFYING/SHOCKING,MORBID,2,0,1,0,7.5,1,N
2542,GHASTLY,APPALLING,HORRIFYING/SHOCKING,UNSIGHTLY,2,0,1,0,7.5,1,N
2543,GHASTLY,APPALLING,HORRIFYING/SHOCKING,VILE,2,0,1,0,7.5,1,N
2544,GHASTLY,EGREGIOUS,HORRIFYING/SHOCKING,AGHAST,2,0,1,0,7.5,1,N
2545,GHASTLY,EGREGIOUS,HORRIFYING/SHOCKING,APPALLING,2,0,1,0,7.5,1,N
2546,GHASTLY,EGREGIOUS,HORRIFYING/SHOCKING,GRISLY,2,0,1,0,7.5,1,N
2547,GHASTLY,EGREGIOUS,HORRIFYING/SHOCKING,GROSS,2,0,1,0,7.5,1,N
2548,GHASTLY,EGREGIOUS,HORRIFYING/SHOCKING,GROTESQUE,2,0,1,0,7.5,1,N
2549,GHASTLY,EGREGIOUS,HORRIFYING/SHOCKING,GRUESOME,2,0,1,0,7.5,1,N
2550,GHASTLY,EGREGIOUS,HORRIFYING/SHOCKING,HEINOUS,2,0,1,0,7.5,1,N
2551,GHASTLY,EGREGIOUS,HORRIFYING/SHOCKING,HIDEOUS,2,0,1,0,7.5,1,N
2552,GHASTLY,EGREGIOUS,HORRIFYING/SHOCKING,HORRENDOUS,2,0,1,0,7.5,1,N
2553,GHASTLY,EGREGIOUS,HORRIFYING/SHOCKING,MONSTROUS,2,0,1,0,7.5,1,N
2554,GHASTLY,EGREGIOUS,HORRIFYING/SHOCKING,MORBID,2,0,1,0,7.5,1,N
2555,GHASTLY,EGREGIOUS,HORRIFYING/SHOCKING,UNSIGHTLY,2,0,1,0,7.5,1,N
2556,GHASTLY,EGREGIOUS,HORRIFYING/SHOCKING,VILE,2,0,1,0,7.5,1,N
2557,GHASTLY,GHASTLY,HORRIFYING/SHOCKING,AGHAST,1,0,1,0,7.5,1,Y
2558,GHASTLY,GHASTLY,HORRIFYING/SHOCKING,APPALLING,1,0,1,0,7.5,1,Y
2559,GHASTLY,GHASTLY,HORRIFYING/SHOCKING,EGREGIOUS,1,0,1,0,7.5,1,Y
2560,GHASTLY,GHASTLY,HORRIFYING/SHOCKING,GRISLY,1,0,1,0,7.5,1,Y
2561,GHASTLY,GHASTLY,HORRIFYING/SHOCKING,GROSS,1,0,1,0,7.5,1,Y
2562,GHASTLY,GHASTLY,HORRIFYING/SHOCKING,GROTESQUE,1,0,1,0,7.5,1,Y
2563,GHASTLY,GHASTLY,HORRIFYING/SHOCKING,GRUESOME,1,0,1,0,7.5,1,Y
2564,GHASTLY,GHASTLY,HORRIFYING/SHOCKING,HEINOUS,1,0,1,0,7.5,1,Y
2565,GHASTLY,GHASTLY,HORRIFYING/SHOCKING,HIDEOUS,1,0,1,0,7.5,1,Y
2566,GHASTLY,GHASTLY,HORRIFYING/SHOCKING,HORRENDOUS,1,0,1,0,7.5,1,Y
2567,GHASTLY,GHASTLY,HORRIFYING/SHOCKING,MONSTROUS,1,0,1,0,7.5,1,Y
2568,GHASTLY,GHASTLY,HORRIFYING/SHOCKING,MORBID,1,0,1,0,7.5,1,Y
2569,GHASTLY,GHASTLY,HORRIFYING/SHOCKING,UNSIGHTLY,1,0,1,0,7.5,1,Y
2570,GHASTLY,GHASTLY,HORRIFYING/SHOCKING,VILE,1,0,1,0,7.5,1,Y
2571,GHASTLY,GRISLY,HORRIFYING/SHOCKING,AGHAST,2,0,1,0,7.5,1,N
2572,GHASTLY,GRISLY,HORRIFYING/SHOCKING,APPALLING,2,0,1,0,7.5,1,N
2573,GHASTLY,GRISLY,HORRIFYING/SHOCKING,EGREGIOUS,2,0,1,0,7.5,1,N
2574,GHASTLY,GRISLY,HORRIFYING/SHOCKING,GROSS,2,0,1,0,7.5,1,N
2575,GHASTLY,GRISLY,HORRIFYING/SHOCKING,GROTESQUE,2,0,1,0,7.5,1,N
2576,GHASTLY,GRISLY,HORRIFYING/SHOCKING,GRUESOME,2,0,1,0,7.5,1,N
2577,GHASTLY,GRISLY,HORRIFYING/SHOCKING,HEINOUS,2,0,1,0,7.5,1,N
2578,GHASTLY,GRISLY,HORRIFYING/SHOCKING,HIDEOUS,2,0,1,0,7.5,1,N
2579,GHASTLY,GRISLY,HORRIFYING/SHOCKING,HORRENDOUS,2,0,1,0,7.5,1,N
2580,GHASTLY,GRISLY,HORRIFYING/SHOCKING,MONSTROUS,2,0,1,0,7.5,1,N
2581,GHASTLY,GRISLY,HORRIFYING/SHOCKING,MORBID,2,0,1,0,7.5,1,N
2582,GHASTLY,GRISLY,HORRIFYING/SHOCKING,UNSIGHTLY,2,0,1,0,7.5,1,N
2583,GHASTLY,GRISLY,HORRIFYING/SHOCKING,VILE,2,0,1,0,7.5,1,N
2584,GHASTLY,GROSS,HORRIFYING/SHOCKING,AGHAST,2,0,1,0,7.5,1,N
2585,GHASTLY,GROSS,HORRIFYING/SHOCKING,APPALLING,2,0,1,0,7.5,1,N
2586,GHASTLY,GROSS,HORRIFYING/SHOCKING,EGREGIOUS,2,0,1,0,7.5,1,N
2587,GHASTLY,GROSS,HORRIFYING/SHOCKING,GRISLY,2,0,1,0,7.5,1,N
2588,GHASTLY,GROSS,HORRIFYING/SHOCKING,GROTESQUE,2,0,1,0,7.5,1,N
2589,GHASTLY,GROSS,HORRIFYING/SHOCKING,GRUESOME,2,0,1,0,7.5,1,N
2590,GHASTLY,GROSS,HORRIFYING/SHOCKING,HEINOUS,2,0,1,0,7.5,1,N
